Allá!!!
Catramina
catrasca
Catu
caú
Cavicula
cazarunfulbo
CDT
Cebado
cebado/a
Cebarse
Cebollita
Cebruno
Cenfe
Cepillar
Cerraelasterisco
cerraelopi
Cerraelorto
CFK
chabón
Chabón/a
Chacal
chacarero
chacon
Chacota
Chafa
Chafar
Chaja
Chajáchajá
Chalear
Chalón
Chambón
chamigo
Chamullar
Chamuyar
chamuyero
Chamuyo
Chance
Chanchita
Chancho
Chancleta
Chancletazo
changa
Chango
Changuito
Chanomanejamivida
Chanta
Chantapufi
chapa
chapar
Chape
chapear
Chapemosfuerte
Chapita
Chapucero
Chaque
Chascón
Chasque
Chata
Chavón
Che
chebo
Cheboli
Checho
Chegusan
Chela
Chele
Chelo
Chepibe
Chera
cheta
Chetado
"Chetardo,chetardi,buenardo."
Chetear
Chetita
chetito
Cheto
Chicana
Chicata
Chicato
Chicha
Chichar
Chiche
Chiflar
chiflete
Chill
Chilote
Chilotealo
Chimango/a
chimichurri
chimiwaska
Chinchudo
Chinchulin
Chingar
Chingola
Chinita
Chinitilla
Chint
chinwenwencha
chipear
Chiques
Chiquitaje
Chiri
Chirimbolo
Chirlo
chirolas
Chisolo
Chitero
chito
Chiva
Chivear
ChiviaroChivear
Chivo
Chizito
Choborra
chochin
Chochito
Chocho
Choclo
choco
Chocolate
Chocotorta
Cholulo
Choma
Chomasocordobés
Chomaso/a
chombi
Chonga
Chongo
Chongo.
Chonguear
chorear
Choreo
Choricienta
choricilla
choripan
Choripanero
choriplanero
Chorizo
Choro
Chorra
Chorreante
chorro
"Chorro,chorean,chorear"
chosni
chota
choto
Choyano
Chu
chuchu
chubi
chucha
Chuchis
Chucu
Chufear
Chufi
Chuflito
Chuku.
Chulengo
chulul
Chumbimba
Chumbo
Chumi
CHUNI
Chuño-Chuñar
Chupamedias
Chupaculo
Chupado
chupala
Chupamelapija
Chupamedias
ChupaNafta
Chupapija
chupar
Chuparlosmocos
chupelupe
chupi
chupina
Chupón
Churita
Churito
churrasco
Churrete
churrinche
Churro
Churro(nolafactura)
chuschar
Chuschudo
chusma
Chutero
Chuti
Chuyo
cientoveinte
Cindor
Cipayo
Ciruja
Cirujear
Cjau
Cla
ClandeoClandestina
Claribel
Clavar
Clavarelvisto
Clave
Clavicula
Clavistear
Clavo
clavolachota
Cleta
Cloro
Clw
cobani
Cococho
Códigotilcara
Coger
Cogote
Cogotear
cogotudo
coima
coki
cola
colchonear
Colero
Colgar
colgarlagalleta
Colgarse
colifa
Colimba
colonear
colorado
colorado/a
Colta
Combineta
Comegato
Comedor
Comehombres
Comemeelpancho
comerlacabeza
Comerseaalguien
Comerseelgarrón
comerseunsapo
cometa
comite
Cómoelpipa
comomaso
ComoPachecoalastortas
Cómoteduelelacola
compa
Compichorri
concarpa
Conlos9puntos
concha
Conchadelalora
Conchadetúhermana
Conchadelpato
concheto
Conchita
conchuda
conchudo
Condetodo
confite
confitear
Congourbano
cono
Consu
copado
Copan
copar
coparlaparada
Copete
copeteado
copito
Corchazo
Corki
Corky
Corneta
Cornudo
"Cornudo,cornuda"
cornudo/a
corrada
Correa
Correa/Collar
Correctivo
Corta
Cortalabocha
Cortado
CortadodeMambo
Cortadoverde
Cortamambo
Corte
CorteRocho
CosadeNegro
Cosario/a
Coscu
Coscuarmy
Cosito
coso
Cotizado/a
Cotizando
Cotorra
covacha
Covani
Crack
Cranear
crap
crapero
Crapo
Creido
Criatura
Cringe
crioito
cristibook
Crocante
Crosta
Croto
Crush
Cuac
cualhay
Cualquierbondimedeja
cualquiera
Cualunque
cuandopinta
Cuarteto
cuatrodecopas
cuatrochi
cuca
Cucatrap
Cucha
Cuchuflo
cuerear
cuernear
cuernudo
Cuero
cuete
Cuetear
Cuimba
cuiqui
culear
Culero
Culiado/Culiao/Culiau
culiar
culillo
Culisuelta
Culoroto
cumpa
cuncunear
curcuncho
Curda
Curepa
curro
Cursiadera
Curtir
curtite
curucucha
Cusco
Cutu-cuchillo
D
D1
Da
dale
Dalegato
Damebola
Daniela
Dank
dar
darbola
darcalce
Darconuncaño
Darelraje
DARENLAPERA
Darlabiaba
Darmatraca
Darmecha
Darpala
Darporsentado
dar/darlemasa
Darlealojo
darseconalguien
Dárseladeguapo
darselaenlapera
Data
Dataso
Datazo
Dato
Ddv
deacá
Deacáalachina
Debaja
deboteenbote
Decara
decayetano
Defrentemal
delacrema/crema
Delasalada
Delospelos
DeNancy
Denascar
Denazareno
denazcar
Denazi
Denutria
Deonda
Depana
Depedo
Depiola
Deprepo
Depuma
dequerusa
Dequeruza
DeRucula
deruculini
DeRuta
DeRutovich
deuna
Deaa
deah
deahre
Dedearse
Deforestadomental
Dejanomas
Dejarenbanda
deje/dejastelalechealfuego
deleteado
Delicioso
delirar
Denazi
densear
Denso
Desbarrancar
descansar
Descansero
descanso
Descendido
Desconche
Desconocer
desconocerse
descuajeringar
Desguariñado
Despegado
DespejameestaX
despeloteódespiole
Despilachado
despiplume
desubicado
Desvalijar
Detonado
Devolver
dibu
Diego
Diondo
diosa
Diosear
Discoteca
Disparar
diushback
diver
Docecubiertos
doctor
Dofo
Dogor
Dolape
dolida
dominado
Dominguear
dondemierdajuega
Dondetesentaste
Dondetopa
Doomer
Dopipaje
Dormilon/a
Dormirse
Dormiste
Dory
Dosbesitosporquetresesmuchaplata
Dosbesitosporquetresmuchaplata
Dou
doun't
Douuu
doxear
DrIgo
DrIgo
Drogui
Dropear
Duchaja
DUKETO
Duki
Dulce
Duracell
Duraznito
Duro
duro/duracell
E
E-girl
Eaaaa
easypeasy
Echarflee
Echarflit
Echarunclorito
Echarseungarco
Echateunpique
Edaddelpavo
Edgy
eemessi
Egirl
Ehameo
ehmessi
Eh!
El2
Eldelicioso
ElDemente
Elloco
Elpeluca
Elquenocorrevuela
elsinrespeto
Elsory
Embolar
Embolarse
Embole
Embrollero
Embroncar
Emburri
Empacado
Empanada
Empedado
Empedo
Empernar
Empingante
Empingue
Empomar
Enbolas
enlalomadelorto
Enpedo
EnPelotas
Enuncumpleaños
Enuntiro
Eña
encamar
encanutar
encarar
Encarpado
Encascado
Enchastrar
Enchastre
encuerarse
Encular
Endenante
Enfierrado
Engallinarse
Engatusar
Engaú/Angaú
Engomar
Engrampar
Engualichado
enpingado
Enrosque
enrrosque
enterrarelchimuelo
Entongado
Entraditadepueblo
Entrometido
Enverijado
epicardo
?
épico
E
EsClave
esesarey/esporahírey
Estodountema
Esaera
Esbirro
escabiar
escabio
Escandaloo!
Escapada
Escoces
Escrachar
escrache
Escracho
Escruche
Escupifondo
esgunfio
Eskere
Espamento
espérameuntoque
espichar
esquiafo
estaderucula
Estaquepela
Estarepiola
Estamosmanija
Estaralcuete
Estardelagorra
Estarenlagóndola
estarenotra
Estarenpedo
Estarenuncumple
Estarenuna
Estarfusilado
Estarmaldelaredonda
estarrepollera
Estarrepuesto
estarsalado
Estasenuncumple
Estásrefuerte
EstásSancayetano
estirarlapata
Estocomoafectaestoaboffe
Estoesunagarcha
EstonoesCocaPapi
Estoyenotra
Estoyenpunga
Estoymanija
etardelagorra
Eu
Ez
F
F
Ftopayrespects
faca
Facha
Fachachadas
Fachera
Fachero
Fachero/a
Fachirulo
facho
Facón
factura
Facu
Facuamigo
Fafa
Fafafa
Fajar
Faje
Faka
falaciadelgordoteton
Falkova
Falluto/a
Falopa
falopero/a
faltarle(aalguien)lossuplentesyelaguatero
Faltaso
Faltear
Fantabuloso
Fantasma
Fantasmear
Fantino
Fantoche
Fara
Farabute
Farmache
farmear
Faroles
fasero
faso
Fayuta
Fayuto
Fc
Fde
Fecatranca
Feka
Femibolche
Feminazi
Feriado
Fernandato
Fernando
Fernecito
Fernetconcoca
fernetardo
fernulo
Fero
Fiaca
Fiambre
fichar
Fiera
fierro
Fifar
Fifí
Figureti
Fija
finado
finde
Firu
Firulais
Firulete
Fisura
Fitito
fiumba
Fla
Flaca
Flaco
Flama
flash
Flashar
Flasheando
flashear
flashearconfianza
flashero
Flashero/a
flechado/a
Flex
Floger
Flogger
Flopero
Floricienta
Foerte
Fofoca
Fogata
fondoblanco
Foranioso
fornaitear
Forrado
Forrear
Forreo
forro
forros
Fortnite
Fosforito
Fraca
FranchutooFranchute
Franelea
Franelear
Franelero
frapela
Frapera
FreeFire
Fresca
Fresquete
Frikeado
fripa
Frula
Frutifantastico
Fua
FuaelDiego
fuchibol
FuckBoy
Fuegotiene
Fuegotiene?
Fueradechucu
Fueradejoda
Fuertovich
fulbito
Fulbo
FULL
Fumanchar
Fumanchero
fumar
Fumeta
Funa
Funado
Funca
FUNCAR
Furro
FútbolChampagne
G
Gabo
Gabriela
Gadorcha
gagá
Galina
Gallego
Gallina
gallinas
Gallinear
gamba
Gambetear
gamers
Ganado
GanciaSprite
gang
ganso
Garca
Garcar
Garcha
garchar
garco
Garompa
garpa
garpar
Garra
Garrapiñada
garrón
Garróndelagranflauta
Garronero
Garso
Garua
Garve
Garzo
Gata
gatera
Gatero
Gatillar
Gatillofácil
gatinevio
gato
gauchada
Gauchita
Gaucho
Gaver
Gaviota
Gede
Gedear
Gedentear
geder
Gederla
Gediento
geek
gege
Gfa
GG
Ghostear
Gil
Gilada
gira
girame
Giroso
Globoludo
Goals
Gobernado
Gobernado/a
Gobir
GOD
Godeto
Godiano
Golazo
Gollete
goloso
Goma
Gordoasesinodebiscochitos
GordoBidondeTuco
Gordocementeriodefacturas
Gordotermotanque
gordotermotanquedeñoquis
Gorica
Gorila
Gorra
Gorreado
gorrear
Gorriado
Gorriao
gorrión
Gorrudo
Govir
govir-19
goyete
Graciela
grasa
grata
Gratarola
grimbiule
Gringo
Groncho
Grone
grosella
groso
Grupera
Guacha
guachazo
Guacho
Guadañar
Guagua
gualicho
Guampa
Guampear
guampudo
Guantiar
guarando
guarango
Guarda
Guardapolvo
guasca
Guaso/a
Guasuncho
Guaú
guimimi
guita
Guitarra
Guitarrear
Guitarrearlamedusa
Gula
Gurí
gurisa
H
H
hablamedetenerun.....
Hablitar
Hacemeelaguante
Hacemelasegunda
Hacereldelicioso
Hacerhuevo
Hacerlacabeza
Hacernoni
Hacerpercha
Hacerlalunga
Hacerseelpija
Hacerseelvago
hacersemalasangre
Hacersemierda
hacerseunamanuela
hacerseunapaja
haceteculiar
Haceteortear
Hacha
Hacker
Harry
hater
HaxBallWhiteNight
HDP
Heavy
hechobolsa
Hechopercha
Hechopija
HeeHee
Helado
hembrula
hichahuevos
Hijodelvidriero
Hincha
Hinchahuevos
Hoe
Hojaldre
Holapipi
holis
Horny
Horroriento
Hoyenlapera
HOYMELADOYENLAPERA
Hueso
Hueva
Huevada
huevon
humita
I
Icardear
icardi
Icardiado
Icardiar
Idiai
idk
Ido
Idoneo
ig
ildolcefarniente
inbancable
incel
Inchequeable
Incogible
Indisponer
Infumable
Ingeniero
Inju
Injunable
insta
Instale
Interior
Iralaschapas
iralospedos
Iralsobre
IrsealChori
Irseparaarriba
Ishpar
Ite
izi
J
Jabru
Jacky
jaja'nt
Jajan't
jalarelganso
Jamaica
Jamondelmedio
Janear
Japa
japi
japish
Jarana
Jarra
jed
Jede
Jefa
Jejox
Jenny
Jermu
jeropa
jeta
Jetonear
Jeva
Jirafa
Joda
joder
joraca
Jornal
Jota
Joush
jovata/o
Jovie
joya
joyería
Juanita
juega
Jueves
jugarenprimera
JugóLanzini
Juira
jujeño
julepe
junar
Junero
Juntada
K
Kamehameha
Kappa
Kappita
Kawaii
Kefe
Keloke
Kely
Kenai
Kenai?
Kenaii
kevin
KHE
khe?
kilombo
Kinga
Kirchnerista
Kircho
kisiya
Kjjjjjjj
Kku
Korky
Kua
Kug
Kuka
Kukachoriplanero
Kukaracha
kurepa
L
Labaja
LaBobba
Lacagaste
Lachancha
Laconchadetúhermana
Laconchadetumadre
Lacosasepusopeluda
LaDelResorte
Ladeltío
Lagorra
Lagrananaya
LaKelly
Lalomadelamierda
Lalomadelcachilo
Lalomadelchachingo
Lalomadelcucurucho
Lalomadelculo
Lalomadelorto
Lalomadelqueso
Lalomadelquinoto
lapiré
Lapongo
Laputamadre
laquedo
Laqueduti
larepico
Larevivís
larepe
Larompe
LaSalada
Lasube
Latengoporelsuelo
Latengorebaja
Layegua
layuta
Laburaja
Laburar
laburito
Lacra
Ladri
lagarto
Lagunero
Lam
Lancha
Langa
Lanzar
Larva
Lastrar
Laton
laucha
Laurasad
Lavandina
Lavarelpatio
lavataper
Lcdll
Lcdth
Lcdtm
ledioelcontrolasuhermano
Lefaltanjugadores
Lellenaronelbombo
Lellenaronlacocinadehumo
Lellenaronlacocinadehumo.
Lemanda
Lechoso
Lechucear
Lechuga
Legui
Leite
Lelo
Lemar
lenteja
lento
lerdo
Lesbiana
Levantar
licuadora
Lienzos
Ligar
Lija
Lillo
Lillos
limado
Limado/a
limar
limar/estarlimado
Limo
Lince
Linusa
linyera
lio
liso
Listorti
Lit
Literal
literalcrankzaharphite
Literalcrankzaharphite
Literalcranzajarphite
LJ
llantas
lleca
Lloraconcha
Llorapito
lmao
Lomismoperomasbarato
loba
Loco
Locro
Logi
LOL
Lola
Lolas
lolazo
Lolero
loli
Lomadelorto
Lomardo
Lomo
Lomodeburro
lompa
lompas
Lonpa
Looz
lora
Lorca
Lore
loro
Loshuevosalplato
Losa
lpm
LPMQTP
lpmqtrmp
lpqtp
Lptm
lrcdll
lrpmqlrmp
LTA
Luca
Lucia
LukaModric
Lukear
Luleña
Lunfarda
lym
M
Maaal
Macaco
Macana
Macanudo
Maceta
machado
Machete
Machimbre
Machirulo
macri
macricat
macrigato
Macritips
Macricleta
MacriGato
MACRISIS
Macrista
MacriTips
Madera
MadreLuchona
magoya
Maicra
Maikra
Maincra
Maincraft
mal
MalAhí
Malfla
Malaleche
malaonda
Malasangre
Malardo
Malardovich
Malay
Maleta
Malfla
Malviajar
MamaLuchona
Mamadera
mamadisimo
Mamado
Mamarracho
Mamasita
Mambo
Mambonegro
Mambonegro/Mamboblack
mamboki
Mambreta
Mamero
Mamerto
Mamito
Mamu
Man
Manaos
Manco
Mandale
MandaleMecha
Mandaracagar
Mandaralfrente
Mandarfruta
Mandarseunacagada
"Mandarse,tirarse"
Mandolina
manducar
Mandukas
Manejafter
Manejate
manejenegro
Manero
Manga
Mango
mangos
manguear
Maní
Maníomanicero
manicero
manija
manija(darse)
mañoso
Mansi
Manso
Manso/a
Mantequita
Manuela
ManuelaSoledadDiPalma
Manyín
Manzana
manzana.
Manzo
Maquina
Maquinar
Maradona
Maramessi
Marcado/a
Mariana
Marmota
marpla
Másboludoquelapaloma
Maschu
Máschuu
Masclaroechaleagua
masvale
Masa
Masitas
Maso
Masovero
masturbacion
Masturbanda
Matafuego
matanga
Mate
mateada
Mateico
Mateoli
Material
MatiasCandia
matienzo
Matina
Mattioli
Matuco
Matufia
mazeta
md
Mddv
mechupatrespingos
Mechupaunhuevo
Mecomenlospiojos
Mehicieronunacama
Melasoba
melaspiro
Melo/lavasahacergiratorio/a
Memataste
Mepicaelbagre
Meremoveselpiso
Merepodes
Mesientoconfite
Metomoelpalo
Mevuelalapeluca
Mear
Mearfueradeltarro
Mechera
Mediapila
Mediopelo
Medioevo
meh
Meju/s
Meloso
meme
Mencho
menduco
Menemista
Mengueche
Mepa
merca
Merluza
Mermar
mersa
Messi
Messificar
Messirve
Meta
Meteficha
metegol
Meterficha
meterloscuernos
Meterpúa
metesulis
Mezquinar
Mf
mipanamiguel
Mireligión
michi
Michipachanga
mickeymouse
MikeTyson
Milanga
Milanguichedesanguinesa
mildis
MILF
Milipili
Milico
Milipili
mimir
Mina
Minarda
Minga
MiniPili
Minita
minón
minusa
mionca
Mishiguena
mitymityfifty-fifty
Mj
mmlpqtp
Mochear
mocho
mocho/a
modocristo
mododiablo
Modorra
Moga
Mogodown
Mogolico
Mojarelbizcocho
MOJARLAVAINILLA
mojón
Monchi
Monday
moneda
mongoloide
Mongui
Moño
Monotributriste
Mood
Morcipan
Mordido
morfar
morfi
morfón
Morípollo
Morlaco
Morocho
Morocho/a
Mortal
MorzaGuampa
Morzear
mosca
moscato
mosquetear
Mostro
motochorro
Movida
Móvil
Mrf
Muchosidad
Muertita
Mufa
Mufar
Mugre
mulo
Murga
Murra
N
nabo
naboleti
?
ñácate
N
Nadaquever
Nafta
Nahq
Naisu
Nanai
Nancy
Nani
Napia
Napo
naranjita
Narizparada
Narnia
Narnia.
nascar
nashe
?
Ñaupa
Ñaupa(deltiempodeñaupa)
N
nave
Nazi
Nazoonaso
Ndea
ndeah
Necesitado
Negrazo
Negro
Nel
nene
Nepe
?
ñeri
ñerison
ñery
N
Nevado
Neverpony
Niagancho
Niapalo
niapalos
Niahí
nicabida
Nicompro
nienpedo
Nifunifa
Nimetira
Nipinta
Niporputas
Nitejuno
ningunear
Niñorata
Niochi
Nisman
Nismanear
Nismear
NivelDios
Nocazaunfulbo
Nocomprar
Nocoscunolodigas
NODAT
NODATEANO
noesmocodepavo
Noesporahí
nogastespolvoraenchimangos
Noguitarreesquenotenéscuerdas
nohomo
Noimportarunbledo
Nolellegaelaguaaltanque
nolevenileoyeperoleolfatea
Nolevantaeloso
nolimes
Nolosérick
nomanches
Nomelabanco
nomelaconte
Nomelaconteiner
Nomelacontes
nomelacounterstike
Nomelacounterstrike
Nonarnia
Nosense
Nosijabón!
Notehagaseloso
notejuno
Notepongaslagorra
Notevoles
NoTira
Novaleunmango
"No,manzana"
"No,Narnia"
?
ñoba
N
Nona
Noni
?
ñoño
N
noob
Nopor
?
Ñoqui
N
Normie
NosvemoenDisney
NosvemosenDisney
Novia
Noviaparty
NPI
NQV
NRV
NT
Ntc
NTJ
Ntp
Nude
Nudes
?
Ñuuubel
N
Nv
O
Ochocuarenta
Ocote
ocotear
ocotudo
ofri
OGT
Ojete
ojo/ojito/ojota/O'Higgins
Ojoaltejo
ojota
Ojotas
Okboomer
Olfa
Olivar
OloraChivo
Olvidafter
Olvidate
Oma
Oni-chan
Ontas
Opa
Opi
Opitudo
ortiba
Ortiva
Ortiva/o
Ortivarse
Orto
Osiísmo
Oso
Otaku
Otario
otravezsopa
Otravuelta
Overshitear
P
Pa
Paba
Pachanga
pachorra
Pachorriento
Pachucha
Pachuchí
Pachuchito
Pachucho/a
Pack
Pacu/pacuce/pacucerdo
Paforme
Pagafantas
Paila
Pailón
Paira
Pairo
Pairo/a
Paisa
Paja
Pajear
pajero
Pajero/a
Pajín
Pajovich
PAKA
paki
Pala
Palangana
Palero
Paleta
Pálida
Palmeta
PALMO
Palo
paloyalabolsa
Paloma
Palometa
Palometeada
Palta
Pamflin
Pamper
pampito
PanDulce
pancho
Panchuque
Panchuquera
Pancito
Pancuca
pandito
panflin
Panflo
Panocha
panqueque
panquequismo
Pantufla
Panuca
pañuelitoverde
pañueloverde
Papa
Papágarron
papagayo
Papanatas
Papardela
Papasito
Papasito.
Papeado
Papear
Papelón
Papirola
Papirusa
Papo
Papón
papota
Papu
Papucho
Papuda
papusa
Paquete
Paradito
Pararsedemanos
Paratedemano
Parca
Pari
Parranda
Parripollo
Partuza
Pasacomobondilleno
Pasadoderosca
Pásamelarepe
Pasapalabra
Pasarallevar
Pasarlagamuza
Paschar
Patabolsa
patadelana
Patamuslo
Patadadeallanamiento
PatasChorreadas
Pateado
Pateando
Patearelnido
pato
Patocriollo
patovadepelotero
patovica
patrocinar
Paty
Pava
Pavada
pavote
Payo
Pebete
Peceto
Pechar
Pechear
Pechofrío
Pedo
PedoBajon
Pedolor
Pedorro
Pegacomocotto
pegado
Pegameuntubazo
Pegarunojo
pegaruntubazo
Pégateunbaño
Pei
Péina
Peine
Pejelagarto
Pelela
Pelele
Peleti
pellon
Pelo
Pelopincho
Pelotear
Pelotero
Pelotudo
Peluche
Peludo
peluquear
Penca
Pendejerio
Pendejesima
Pendejo
pendex
Pendorcho
Pepa
PEPERINA
Pepinear
Pepino
Pepo
perá
percanta
Percantiar
Percha
Perejil
PERICATADO(pericatao)
